866173006,hämmare av renin-angiotensinsystemet
372913009,angiotensin 2-receptorantagonist
1332434009,
1332433003,
895431005,azilsartanmedoxomilkalium
734504000,irbesartanhydroklorid
449561004,azilsartanmedoxomil
449042005,azilsartan
412260006,olmesartanmedoxomil
412259001,olmesartan
396044005,eprosartan
387069000,telmisartan
386878000,kandesartancilexetil
386877005,irbesartan
386876001,valsartan
373567002,losartan
372512008,kandesartan
129488003,eprosartanmesilat
108582002,losartankalium
372733002,ACE-hämmare
341000220102,lisinoprildihydrat
1269132005,"lisinopril, vattenfri"
1268982005,"cilazapril, vattenfri"
1119308007,perindopril-tert-butylaminmonohydrat
1119307002,enalaprilnatrium
735174001,perindopriltosilat
725786001,cilazaprilmonohydrat
713473008,spirapril
703343009,zofenoprilatarginin
703342004,
713473008,spirapril
703343009,zofenoprilatarginin
703342004,zofenoprilat
703341006,zofenoprilkalcium
703340007,zofenopril
700066002,delaprilhydroklorid
698093003,delapril
442509000,perindoprilarginin
395984005,imidapril
395947008,cilazapril
395741003,imidaprilhydroklorid
387165009,enalaprilmaleat
387160004,kaptopril
386875002,kinaprilhydroklorid
386874003,kinapril
386873009,lisinopril
386872004,ramipril
386871006,trandolapril
373442003,moexipril
372916001,perindopril
372658000,enalapril
372511001,benazepril
372510000,fosinopril
129485000,perindopril-tert-butylamin
108573008,benazeprilhydroklorid
108570006,fosinoprilnatrium
108567007,moexiprilhydroklorid
48052001,enalaprilat
426228001,reninhämmare
426725002,aliskiren
425981005,aliskirenfumarat
372733002,ACE-hämmare
341000220102,lisinoprildihydrat
1269132005,"lisinopril, vattenfri"
1268982005,"cilazapril, vattenfri"
1119308007,perindopril-tert-butylaminmonohydrat
1119307002,enalaprilnatrium
735174001,perindopriltosilat
725786001,cilazaprilmonohydrat
372913009,angiotensin 2-receptorantagonist
1332434009,
1332433003,
895431005,azilsartanmedoxomilkalium
734504000,irbesartanhydroklorid
449561004,azilsartanmedoxomil
449042005,azilsartan
412260006,olmesartanmedoxomil
412259001,olmesartan
396044005,eprosartan
387069000,telmisartan
386878000,kandesartancilexetil
386877005,irbesartan
386876001,valsartan
373567002,losartan
372512008,kandesartan
129488003,eprosartanmesilat
108582002,losartankalium
777480008,läkemedel som endast innehåller sakubitril och valsartan
372603003,aldosteronantagonister
1163346008,finerenon
419615001,kaliumkanrenoat
407010008,eplerenon
387078006,spironolakton
96291007,kanrenon
372695000,diuretika
372709008,acetazolamid
80253002,aminometradin
39263003,amisometradin
88802007,klorazanil
735156005,cikletanin
735160008,cikletaninhydroklorid
421858002,konivaptan
6513000,flumetiazid
116552006,pamabrom
443058000,tolvaptan
373751005,kvicksilverdiuretika
395784002,mersalylnatrium
387157006,mersalyl
362947006,merkaptomerin
85391002,merallurid
74589005,klormerodrin
49022000,meretoxyllinprokain
33667000,merkumatilin
30333004,merkaptomerinnatrium
372792005,osmotiska diuretika
387168006,mannitol
387092000,urea
386853004,isosorbid
372753003,kaliumsparande diuretika
1268944002,"amiloridhydroklorid, vattenfri"
412082007,amiloridhydrokloriddihydrat
387516008,amiloridhydroklorid
387503008,amilorid
387053007,triamteren
419151007,diuretikum innehållande purinderivat
387489007,kolinteofyllinat
75371004,teobromin
372660003,saluretikum
20551000122108,butizid
387498005,bumetanid
387475002,furosemid
387324004,klortalidon
373536004,etakrynsyra
372782002,klorotiazid
108476002,torsemid
75341007,natriumetakrynat
66290002,benstiazid
64029000,tikrynafen
41261002,kinetazon
37006008,cyklotiazid
11473005,triklormetiazid
8252004,klorotiazidnatrium
43585000,sulfonamiddiuretika
725661001,indapamidhemihydrat
406772008,mefrusid
395940005,klopamid
395923001,xipamid
387419003,indapamid
387123003,metolazon
63203003,etoxizolamid
53052005,metazolamid
372747003,tiaziddiuretika
717101002,altiazid
396009008,cyklopentiazid
395946004,hydroflumetiazid
387525002,hydroklortiazid
387520007,bendroflumetiazid
387492006,polytiazid
387373008,metyklotiazid
372758007,urinsyradrivande medel
715259003,lesinurad
698025001,bensbromaron
391798003,azapropazon
387365004,probenecid
387108008,sulfinpyrazon
372691009,loopdiuretikum
419451002,piretanid
373304005,kalciumkanalblockerare
1332137007,
1303528009,
1303527004,
782604006,terodilinhydroklorid
703122000,gabapentinenakarbil
698023008,pinaveriumbromid
421817009,perhexilin
421651006,mibefradil
417479000,terodilin
387288001,prenylamin
386845007,gabapentin
406767004,bensotiazepin
410870005,diltiazemmaleat
372793000,diltiazem
12218006,diltiazemhydroklorid
406768009,diarylaminopropylamin
372503006,bepridil
108531000,bepridilhydroklorid
406766008,fenylalkylamin
703434004,gallopamilhydroklorid
703433005,gallopamil
372754009,verapamil
96297006,norverapamil
14340003,verapamilhydroklorid
418559008,kalciumkanalblockerare innehållande piperazinderivat
418865004,lidoflazin
406769001,kalciumkanalblockerare innehållande dihydropyridinderivat
1304158004,
1217324004,levamlodipinbesilat
1217308000,levamlodipin
1193663008,amlodipinmesilat
1177123004,cilnidipin
789067004,amlodipinbensoat
765323009,manidipinhydroklorid
765322004,manidipin
713436005,nilvadipin
698052006,barnidipin
444757009,nitrendipin
439471002,klevidipin
421048000,amlodipinmaleat
395986007,lerkanidipin
395768003,lerkanidipinhydroklorid
395764001,lacidipin
387502003,nimodipin
387490003,nifedipin
386864001,amlodipin
386863007,felodipin
386862002,isradipin
386861009,nisoldipin
384976003,amlodipinbesilat
372502001,nikardipin
108527006,nikardipinhydroklorid
372700007,nitratbaserat kärlvidgande medel
725531004,"1,2-dinitroglycerin"
387404004,glyceryltrinitrat
387332007,isosorbiddinitrat
387038004,amylnitrit
386854005,isosorbidmononitrat
386836006,pentaerytritoltetranitrat
62368002,erytrityltetranitrat
41153003,amylnitrat
12970004,inositolhexanitrat
